Athlete,Team,Survey_Completed,Date_New,DayOfEntry,DayOfEntry_TEXT,Sleep_Hours,Nap_Hours,Sleep_Quality,Fatigue,Soreness,Stress,Readiness,Motivation,Wellness/Load
Athlete 387,Team 2,12/30/2019 10:58,NA,1,NA,8.2,0,87,0,0,100,71,100,Wellness
Athlete 403,Team 1,12/30/2019 11:09,NA,1,NA,5.2,0.6,53,78,21,20,54,72,Wellness
Athlete 152,Team 1,12/30/2019 11:15,NA,1,NA,9,0,60,15,9,81,19,35,Wellness
Athlete 240,Team 1,12/30/2019 12:00,NA,1,NA,8.5,0,56,21,12,79,58,33,Wellness
Athlete 490,Team 2,12/30/2019 12:08,NA,1,NA,7,0,69,45,16,68,84,56,Wellness
Athlete 239,Team 2,12/30/2019 12:38,NA,1,NA,6.1,0,71,11,11,92,93,70,Wellness
Athlete 201,Team 2,12/30/2019 14:19,NA,1,NA,7.9,0,71,45,37,50,79,95,Wellness
Athlete 439,Team 1,12/30/2019 16:29,NA,1,NA,7,0,50,11,32,60,48,50,Wellness
Athlete 232,Team 2,12/30/2019 18:34,NA,1,NA,9,0,87,17,21,93,91,95,Wellness
Athlete 437,Team 1,12/30/2019 22:31,NA,1,NA,6.9,0,58,77,2,40,38,33,Wellness
Athlete 227,Team 1,12/30/2019 22:48,NA,1,NA,8.5,0,100,0,0,100,82,75,Wellness
Athlete 530,Team 2,12/31/2019 7:01,NA,1,NA,8.7,0,100,0,0,100,100,100,Wellness
Athlete 20,Team 2,12/31/2019 7:01,NA,1,NA,8.2,0,91,53,85,100,57,90,Wellness
Athlete 328,Team 1,12/31/2019 7:03,NA,2,NA,5,0,12,64,34,49,20,28,Wellness
Athlete 439,Team 1,12/31/2019 7:03,NA,1,NA,7,0,45,16,15,76,52,46,Wellness
Athlete 403,Team 1,12/31/2019 7:04,NA,1,NA,6.8,0,65,67,23,36,41,43,Wellness
Athlete 328,Team 1,12/31/2019 7:05,NA,1,NA,8,0,59,48,28,66,24,42,Wellness
Athlete 240,Team 1,12/31/2019 7:06,NA,1,NA,4.6,0,57,55,35,72,57,48,Wellness
Athlete 358,Team 1,12/31/2019 7:31,NA,1,NA,9.3,0,71,0,0,97,100,88,Wellness
Athlete 506,Team 2,12/31/2019 8:01,NA,1,NA,8.2,0,56,0,0,37,69,76,Wellness
Athlete 61,Team 1,12/31/2019 8:19,NA,1,NA,8.2,0,81,22,21,85,100,81,Wellness
Athlete 18,Team 1,12/31/2019 8:20,NA,1,NA,6.9,0,83,0,0,100,99,95,Wellness
Athlete 387,Team 2,12/31/2019 8:22,NA,1,NA,8.6,0.3,84,0,0,90,63,92,Wellness
Athlete 239,Team 2,12/31/2019 8:29,NA,1,NA,7.4,0,73,32,15,73,100,69,Wellness
Athlete 418,Team 1,12/31/2019 8:35,NA,1,NA,7,0,30,76,0,100,0,34,Wellness
Athlete 152,Team 1,12/31/2019 9:01,NA,1,NA,9,0,78,6,0,93,10,66,Wellness
Athlete 366,Team 1,12/31/2019 9:14,NA,1,NA,7.5,0,11,30,32,59,56,0,Wellness
Athlete 58,Team 1,12/31/2019 9:14,NA,1,NA,5.3,0.7,0,60,22,80,41,34,Wellness
Athlete 58,Team 1,12/31/2019 9:17,NA,5,12/30/2019,7.5,0,40,51,27,37,59,68,Wellness
Athlete 454,Team 1,12/31/2019 9:24,NA,1,NA,7,0,44,20,11,63,24,59,Wellness
Athlete 11,Team 1,12/31/2019 9:56,NA,1,NA,9.5,0,59,57,35,62,4,27,Wellness
Athlete 201,Team 2,12/31/2019 10:01,NA,1,NA,8.1,0,63,74,9,24,35,76,Wellness
Athlete 490,Team 2,12/31/2019 10:07,NA,1,NA,7,0,0,69,21,36,20,49,Wellness
Athlete 393,Team 2,12/31/2019 10:09,NA,1,NA,8.8,0,92,6,20,82,97,60,Wellness
Athlete 459,Team 2,12/31/2019 10:26,NA,1,NA,4,0,54,67,27,79,30,77,Wellness
Athlete 289,Team 1,12/31/2019 10:26,NA,2,NA,8.1,0,76,0,0,100,75,56,Wellness
Athlete 437,Team 1,12/31/2019 10:26,NA,1,NA,7.3,0,55,35,20,74,75,73,Wellness
Athlete 289,Team 1,12/31/2019 10:28,NA,1,NA,8.9,1.1,78,0,0,100,86,59,Wellness
Athlete 227,Team 1,12/31/2019 10:35,NA,1,NA,7.6,0,100,0,0,100,100,100,Wellness
Athlete 323,Team 1,12/31/2019 10:58,NA,1,NA,7,0,97,9,0,100,95,100,Wellness
Athlete 223,Team 2,12/31/2019 11:08,NA,2,NA,7.7,0,0,0,0,100,0,0,Wellness
Athlete 43,Team 2,12/31/2019 11:23,NA,2,NA,7.8,0,81,9,8,98,81,86,Wellness
Athlete 25,Team 2,12/31/2019 11:33,NA,1,NA,6.6,0,62,5,0,100,35,66,Wellness
Athlete 220,Team 1,12/31/2019 11:35,NA,1,NA,7.6,0,81,20,15,82,25,73,Wellness
Athlete 26,Team 1,12/31/2019 11:49,NA,1,NA,9.9,0,86,7,14,86,48,72,Wellness
Athlete 465,Team 1,12/31/2019 11:58,NA,1,NA,6.9,0,52,0,0,82,44,51,Wellness
Athlete 106,Team 1,12/31/2019 14:41,NA,1,NA,9,0,83,18,19,88,66,83,Wellness
Athlete 546,Team 1,12/31/2019 16:05,NA,4,NA,6,0,97,0,0,100,100,100,Wellness
Athlete 546,Team 1,12/31/2019 16:06,NA,3,NA,6,0,91,0,0,100,100,95,Wellness
Athlete 546,Team 1,12/31/2019 16:07,NA,2,NA,6.3,0,100,0,0,100,100,100,Wellness
Athlete 546,Team 1,12/31/2019 16:08,NA,1,NA,3.6,1.6,100,0,0,100,100,100,Wellness
Athlete 259,Team 2,12/31/2019 17:58,NA,5,12/29/2019,6.3,0,75,7,0,100,100,100,Wellness
Athlete 259,Team 2,12/31/2019 17:59,NA,2,NA,7,0,83,8,0,100,100,100,Wellness
Athlete 259,Team 2,12/31/2019 18:01,NA,1,NA,7.5,0,90,4,0,100,100,100,Wellness
Athlete 27,Team 2,12/31/2019 18:06,NA,2,NA,9.5,0,65,12,34,67,29,47,Wellness
Athlete 27,Team 2,12/31/2019 18:09,NA,1,NA,8,0,63,25,18,57,61,59,Wellness
Athlete 1,Team 1,12/31/2019 19:00,NA,1,NA,8.6,0,53,27,0,78,22,54,Wellness
Athlete 325,Team 2,12/31/2019 19:47,NA,2,NA,7,0,55,26,20,87,61,65,Wellness
Athlete 325,Team 2,12/31/2019 19:48,NA,1,NA,7.1,0,83,12,55,90,67,71,Wellness
Athlete 232,Team 2,12/31/2019 19:53,NA,1,NA,8,0,87,9,13,95,86,92,Wellness
Athlete 393,Team 2,1/1/2020 7:02,NA,1,NA,8,0,86,1,33,98,97,91,Wellness
Athlete 530,Team 2,1/1/2020 7:02,NA,1,NA,8.4,0,100,0,0,100,100,100,Wellness
Athlete 152,Team 1,1/1/2020 7:10,NA,1,NA,8.5,0,82,13,0,89,76,61,Wellness
Athlete 358,Team 1,1/1/2020 7:24,NA,1,NA,6.2,0,69,19,0,100,100,100,Wellness
Athlete 20,Team 2,1/1/2020 7:32,NA,1,NA,6.3,0,72,75,82,100,62,81,Wellness
Athlete 201,Team 2,1/1/2020 7:52,NA,1,NA,7.9,0,78,52,23,63,53,74,Wellness
Athlete 454,Team 1,1/1/2020 7:55,NA,1,NA,6.6,0,52,28,7,46,32,62,Wellness
Athlete 506,Team 2,1/1/2020 8:10,NA,1,NA,7.8,0,51,28,0,100,66,72,Wellness
Athlete 220,Team 1,1/1/2020 8:45,NA,1,NA,8.4,0,71,56,36,32,51,87,Wellness
Athlete 289,Team 1,1/1/2020 8:47,NA,1,NA,7.7,0.9,35,0,0,10,39,47,Wellness
Athlete 227,Team 1,1/1/2020 9:01,NA,1,NA,7,0,92,53,0,100,82,64,Wellness
Athlete 1,Team 1,1/1/2020 9:06,NA,1,NA,7.6,0.5,57,30,9,67,48,50,Wellness
Athlete 11,Team 1,1/1/2020 9:15,NA,1,NA,7.4,0,86,16,26,96,12,87,Wellness
Athlete 465,Team 1,1/1/2020 9:39,NA,1,NA,6.6,0,55,0,0,79,41,53,Wellness
Athlete 437,Team 1,1/1/2020 10:03,NA,1,NA,9.2,0,59,31,23,68,75,62,Wellness
Athlete 239,Team 2,1/1/2020 10:04,NA,1,NA,7.4,0,81,25,5,40,67,74,Wellness
Athlete 240,Team 1,1/1/2020 10:06,NA,1,NA,9.8,0,72,29,38,79,62,61,Wellness
Athlete 323,Team 1,1/1/2020 10:30,NA,1,NA,7,0,93,10,5,100,95,100,Wellness
Athlete 366,Team 1,1/1/2020 10:40,NA,1,NA,8,0,75,15,39,79,63,68,Wellness
Athlete 106,Team 1,1/1/2020 10:56,NA,1,NA,7,0,81,15,8,97,93,80,Wellness
Athlete 223,Team 2,1/1/2020 11:07,NA,2,NA,6.9,0,0,0,0,100,0,0,Wellness
Athlete 459,Team 2,1/1/2020 11:49,1/1/2020,NA,NA,6,0,43,30,56,74,41,73,Wellness
Athlete 387,Team 2,1/1/2020 12:05,1/1/2020,NA,NA,10,0,92,0,0,77,18,25,Wellness
Athlete 26,Team 1,1/1/2020 12:09,1/1/2020,NA,NA,8.4,0,76,20,11,84,57,64,Wellness
Athlete 439,Team 1,1/1/2020 12:23,1/1/2020,NA,NA,8,0,55,8,28,71,59,65,Wellness
Athlete 58,Team 1,1/1/2020 14:50,1/1/2020,NA,NA,8,0,66,47,46,85,0,50,Wellness
Athlete 232,Team 2,1/1/2020 15:00,1/1/2020,NA,NA,8.5,0,91,8,9,93,90,91,Wellness
Athlete 403,Team 1,1/1/2020 18:02,1/1/2020,NA,NA,8.5,0.5,72,53,0,66,87,77,Wellness
Athlete 27,Team 2,1/1/2020 18:36,1/1/2020,NA,NA,7.7,0,65,12,7,70,13,58,Wellness
Athlete 25,Team 2,1/1/2020 19:24,1/1/2020,NA,NA,6.5,0,78,9,0,100,40,68,Wellness
Athlete 186,Team 2,1/1/2020 20:50,1/1/2020,NA,NA,8.1,0,54,0,4,50,72,68,Wellness
Athlete 490,Team 2,1/1/2020 22:14,1/1/2020,NA,NA,9,0,67,31,40,50,52,55,Wellness
Athlete 18,Team 1,1/1/2020 22:48,1/1/2020,NA,NA,4.6,0,49,0,0,100,58,68,Wellness
Athlete 197,Team 1,1/2/2020 7:03,NA,NA,NA,9,1,92,0,0,100,0,58,Wellness
Athlete 403,Team 1,1/2/2020 7:05,1/2/2020,NA,NA,7.3,0.2,46,45,71,45,68,71,Wellness
Athlete 197,Team 1,1/2/2020 7:05,12/31/2019,NA,NA,6,0,51,35,0,100,0,46,Wellness
Athlete 197,Team 1,1/2/2020 7:07,1/1/2020,NA,NA,7,0,49,29,0,100,35,94,Wellness
Athlete 201,Team 2,1/2/2020 7:08,1/2/2020,NA,NA,7.4,0,67,68,13,53,58,58,Wellness
Athlete 197,Team 1,1/2/2020 7:08,1/2/2020,NA,NA,6.5,0,34,41,64,71,0,68,Wellness
Athlete 20,Team 2,1/2/2020 7:12,1/2/2020,NA,NA,7.2,0.5,78,67,69,88,57,77,Wellness
Athlete 106,Team 1,1/2/2020 7:16,1/2/2020,NA,NA,5.5,0,64,25,13,89,74,71,Wellness
Athlete 393,Team 2,1/2/2020 7:19,1/2/2020,NA,NA,7.9,0,75,0,39,100,90,91,Wellness
Athlete 530,Team 2,1/2/2020 7:20,1/2/2020,NA,NA,8.5,0,100,0,0,100,100,100,Wellness
Athlete 358,Team 1,1/2/2020 7:21,1/2/2020,NA,NA,9.1,0,89,0,0,100,100,100,Wellness
Athlete 323,Team 1,1/2/2020 7:27,1/2/2020,NA,NA,6.7,0,80,15,8,100,93,90,Wellness
Athlete 1,Team 1,1/2/2020 7:30,1/2/2020,NA,NA,7.5,0,47,50,9,50,50,47,Wellness
Athlete 61,Team 1,1/2/2020 7:41,1/1/2020,NA,NA,8,0,98,5,61,100,93,91,Wellness
Athlete 61,Team 1,1/2/2020 7:43,1/2/2020,NA,NA,8,0,93,20,46,93,85,88,Wellness
Athlete 13,Team 2,1/2/2020 8:44,1/2/2020,NA,NA,8.7,0,72,14,11,100,73,75,Wellness
Athlete 13,Team 2,1/2/2020 8:44,1/1/2020,NA,NA,4.5,0,9,54,73,86,68,49,Wellness
Athlete 418,Team 1,1/2/2020 8:45,1/2/2020,NA,NA,7,0,51,47,0,100,45,43,Wellness
Athlete 13,Team 2,1/2/2020 8:47,12/31/2019,NA,NA,6.7,0,70,25,57,77,45,55,Wellness
Athlete 13,Team 2,1/2/2020 8:49,12/30/2019,NA,NA,5.8,0,51,31,12,71,79,52,Wellness
Athlete 240,Team 1,1/2/2020 8:52,1/2/2020,NA,NA,5.5,0,60,33,13,71,64,57,Wellness
Athlete 465,Team 1,1/2/2020 8:53,1/2/2020,NA,NA,6.8,0,55,0,0,69,87,50,Wellness
Athlete 208,Team 2,1/2/2020 8:53,1/2/2020,NA,NA,8.2,0,47,18,18,83,63,71,Wellness
Athlete 454,Team 1,1/2/2020 8:53,1/2/2020,NA,NA,6,0,35,9,6,78,43,89,Wellness
Athlete 11,Team 1,1/2/2020 8:54,1/2/2020,NA,NA,8,0,58,13,1,85,33,69,Wellness
Athlete 18,Team 1,1/2/2020 9:06,1/2/2020,NA,NA,8.7,0,94,0,14,100,83,84,Wellness
Athlete 437,Team 1,1/2/2020 9:09,1/2/2020,NA,NA,6.1,0,58,36,28,51,73,72,Wellness
Athlete 43,Team 2,1/2/2020 9:14,1/1/2020,NA,NA,6.5,0,71,30,11,97,68,76,Wellness
Athlete 43,Team 2,1/2/2020 9:15,1/2/2020,NA,NA,9,0,87,4,4,98,83,88,Wellness
Athlete 186,Team 2,1/2/2020 9:31,1/2/2020,NA,NA,6.7,0,52,62,9,21,57,48,Wellness
Athlete 26,Team 1,1/2/2020 9:39,1/2/2020,NA,NA,8,0,83,6,10,79,79,69,Wellness
Athlete 506,Team 2,1/2/2020 9:57,1/2/2020,NA,NA,7.5,0,71,0,0,56,79,68,Wellness
Athlete 239,Team 2,1/2/2020 10:35,1/2/2020,NA,NA,6.4,0,77,38,6,44,88,52,Wellness
Athlete 152,Team 1,1/2/2020 10:36,1/2/2020,NA,NA,4.5,0,47,27,4,77,89,53,Wellness
Athlete 387,Team 2,1/2/2020 10:53,1/2/2020,NA,NA,7.9,0,79,0,0,86,73,83,Wellness
Athlete 58,Team 1,1/2/2020 10:59,1/2/2020,NA,NA,7.4,0,0,90,22,64,18,28,Wellness
Athlete 227,Team 1,1/2/2020 15:46,1/2/2020,NA,NA,6,0,100,26,0,73,78,50,Wellness
Athlete 27,Team 2,1/2/2020 15:23,1/2/2020,NA,NA,7.2,0,58,0,0,72,21,39,Wellness
Athlete 25,Team 2,1/2/2020 18:12,1/2/2020,NA,NA,6.4,0,45,23,0,100,32,62,Wellness
Athlete 220,Team 1,1/2/2020 19:28,1/2/2020,NA,NA,7.2,0,76,36,21,21,10,63,Wellness
Athlete 480,Team 2,1/2/2020 20:04,1/1/2020,NA,NA,8,0,47,65,18,37,50,61,Wellness
Athlete 480,Team 2,1/2/2020 20:08,1/2/2020,NA,NA,6.2,0,71,80,22,84,72,31,Wellness
Athlete 223,Team 2,1/2/2020 20:39,1/1/2020,NA,NA,10.1,0,0,0,0,100,0,0,Wellness
Athlete 459,Team 2,1/2/2020 20:46,1/2/2020,NA,NA,6.5,0,51,48,52,53,56,76,Wellness
Athlete 232,Team 2,1/2/2020 22:50,1/2/2020,NA,NA,7,0,89,7,8,94,81,92,Wellness
Athlete 490,Team 2,1/2/2020 22:57,1/2/2020,NA,NA,6.5,0,55,50,25,41,33,52,Wellness
Athlete 465,Team 1,1/3/2020 6:10,1/3/2020,NA,NA,6.5,0,52,8,9,61,65,53,Wellness
Athlete 454,Team 1,1/3/2020 6:11,1/3/2020,NA,NA,5.9,0.7,25,59,27,25,42,28,Wellness
Athlete 58,Team 1,1/3/2020 6:14,1/3/2020,NA,NA,6.8,0,33,49,16,84,23,31,Wellness
Athlete 393,Team 2,1/3/2020 7:04,1/3/2020,NA,NA,8.2,0,88,5,51,94,91,100,Wellness
Athlete 61,Team 1,1/3/2020 7:08,1/3/2020,NA,NA,9,0,68,6,21,70,100,82,Wellness
Athlete 403,Team 1,1/3/2020 7:12,1/3/2020,NA,NA,6,0,77,38,59,48,67,71,Wellness
Athlete 152,Team 1,1/3/2020 7:22,1/3/2020,NA,NA,9,0.5,66,13,16,82,94,64,Wellness
Athlete 1,Team 1,1/3/2020 7:23,1/3/2020,NA,NA,8.3,0,49,25,4,64,53,56,Wellness
Athlete 506,Team 2,1/3/2020 7:24,1/3/2020,NA,NA,8.5,0,0,33,22,100,64,69,Wellness
Athlete 20,Team 2,1/3/2020 7:30,1/3/2020,NA,NA,6.6,0,31,71,75,75,34,46,Wellness
Athlete 490,Team 2,1/3/2020 7:33,1/3/2020,NA,NA,7.5,0,32,28,30,66,55,59,Wellness
Athlete 27,Team 2,1/3/2020 7:53,1/3/2020,NA,NA,7.5,0,66,0,0,100,51,49,Wellness
Athlete 220,Team 1,1/3/2020 7:57,1/3/2020,NA,NA,7.1,0,60,38,21,47,100,62,Wellness
Athlete 289,Team 1,1/3/2020 7:57,1/2/2020,NA,NA,7.2,0,33,0,0,100,90,43,Wellness
Athlete 43,Team 2,1/3/2020 7:58,1/3/2020,NA,NA,8.2,0,79,15,3,92,80,79,Wellness
Athlete 366,Team 1,1/3/2020 8:04,1/3/2020,NA,NA,6.9,0,36,27,36,55,45,47,Wellness
Athlete 227,Team 1,1/3/2020 8:25,1/3/2020,NA,NA,8,0.5,100,0,0,100,100,74,Wellness
Athlete 530,Team 2,1/3/2020 8:54,1/3/2020,NA,NA,8.3,0,100,0,0,100,100,100,Wellness
Athlete 240,Team 1,1/3/2020 8:58,1/3/2020,NA,NA,8.9,1.7,68,24,29,77,60,60,Wellness
Athlete 223,Team 2,1/3/2020 8:59,1/2/2020,NA,NA,9.2,0,0,0,0,100,0,0,Wellness
Athlete 239,Team 2,1/3/2020 9:08,1/3/2020,NA,NA,9.1,0,69,26,0,83,100,75,Wellness
Athlete 18,Team 1,1/3/2020 9:37,1/3/2020,NA,NA,6.6,0.2,72,9,18,100,76,88,Wellness
Athlete 437,Team 1,1/3/2020 9:41,1/3/2020,NA,NA,7.5,1.5,65,48,54,65,81,69,Wellness
Athlete 11,Team 1,1/3/2020 10:31,1/3/2020,NA,NA,7.1,0,44,60,39,90,19,52,Wellness
Athlete 387,Team 2,1/3/2020 11:07,1/3/2020,NA,NA,9.2,0,65,0,0,76,29,41,Wellness
Athlete 26,Team 1,1/3/2020 11:12,1/3/2020,NA,NA,6,0,48,41,8,72,35,52,Wellness
Athlete 13,Team 2,1/3/2020 11:25,1/3/2020,NA,NA,8.5,0,85,19,32,80,78,83,Wellness
Athlete 459,Team 2,1/3/2020 14:57,1/3/2020,NA,NA,7.5,0,47,43,51,74,77,87,Wellness
Athlete 259,Team 2,1/3/2020 15:21,1/3/2020,NA,NA,7.3,0,89,0,6,100,100,100,Wellness
Athlete 259,Team 2,1/3/2020 15:22,1/2/2020,NA,NA,7.6,0,90,5,15,100,100,100,Wellness
Athlete 259,Team 2,1/3/2020 15:23,1/1/2020,NA,NA,6,0,83,6,30,100,100,100,Wellness
Athlete 323,Team 1,1/3/2020 16:16,1/3/2020,NA,NA,7,0,82,8,7,100,76,94,Wellness
Athlete 358,Team 1,1/3/2020 18:06,1/3/2020,NA,NA,9,0,89,0,19,100,100,98,Wellness
Athlete 106,Team 1,1/3/2020 18:43,1/3/2020,NA,NA,7.1,0,68,68,14,73,53,63,Wellness
Athlete 186,Team 2,1/3/2020 20:24,1/3/2020,NA,NA,6.8,0,70,20,4,20,48,55,Wellness
Athlete 328,Team 1,1/3/2020 21:01,1/3/2020,NA,NA,7.4,0,44,40,29,81,31,55,Wellness
Athlete 197,Team 1,1/3/2020 21:49,1/3/2020,NA,NA,6.5,0.7,12,34,0,7,1,23,Wellness
Athlete 232,Team 2,1/3/2020 22:14,1/3/2020,NA,NA,7,0.7,95,9,12,92,91,97,Wellness
Athlete 227,Team 1,1/4/2020 6:18,1/4/2020,NA,NA,7,0,100,10,0,100,100,59,Wellness
Athlete 270,Team 2,1/4/2020 6:45,1/4/2020,NA,NA,7.5,0,67,32,36,100,95,100,Wellness
Athlete 270,Team 2,1/4/2020 6:50,1/3/2020,NA,NA,8,0,96,11,11,95,100,100,Wellness
Athlete 220,Team 1,1/4/2020 7:01,1/4/2020,NA,NA,6.7,0,66,41,27,43,100,78,Wellness
Athlete 490,Team 2,1/4/2020 7:01,1/4/2020,NA,NA,5.5,0,25,49,44,45,69,43,Wellness
Athlete 20,Team 2,1/4/2020 7:01,1/4/2020,NA,NA,6.9,0,56,82,80,78,28,50,Wellness
Athlete 506,Team 2,1/4/2020 7:01,1/4/2020,NA,NA,6,0,54,54,0,85,84,62,Wellness
Athlete 530,Team 2,1/4/2020 7:06,1/4/2020,NA,NA,8.5,0,100,0,0,100,99,100,Wellness
Athlete 403,Team 1,1/4/2020 7:07,1/4/2020,NA,NA,7,0,57,62,48,51,76,34,Wellness
Athlete 201,Team 2,1/4/2020 8:42,1/4/2020,NA,NA,7.7,0,28,74,73,19,48,39,Wellness
Athlete 11,Team 1,1/4/2020 9:01,1/4/2020,NA,NA,9,0,91,30,33,90,22,69,Wellness
Athlete 454,Team 1,1/4/2020 9:11,1/4/2020,NA,NA,8.5,0,76,12,35,85,53,79,Wellness
Athlete 13,Team 2,1/4/2020 9:24,1/4/2020,NA,NA,8.3,0,77,19,26,72,84,82,Wellness
Athlete 106,Team 1,1/4/2020 9:35,1/4/2020,NA,NA,7.5,0,74,24,11,89,67,75,Wellness
Athlete 223,Team 2,1/4/2020 9:47,1/3/2020,NA,NA,6.9,0,0,0,0,100,0,0,Wellness
Athlete 393,Team 2,1/4/2020 9:50,1/4/2020,NA,NA,8.1,0,86,13,39,82,92,73,Wellness
Athlete 323,Team 1,1/4/2020 9:51,1/4/2020,NA,NA,8,0,95,0,8,100,95,95,Wellness
Athlete 26,Team 1,1/4/2020 10:03,1/4/2020,NA,NA,7.4,0,44,37,10,89,40,54,Wellness
Athlete 366,Team 1,1/4/2020 10:08,1/4/2020,NA,NA,7.1,0,43,40,43,79,57,60,Wellness
Athlete 259,Team 2,1/4/2020 10:41,1/4/2020,NA,NA,9.5,0,100,0,0,100,100,100,Wellness
Athlete 83,Team 2,1/4/2020 10:54,1/4/2020,NA,NA,6,0,50,0,0,28,65,66,Wellness
Athlete 387,Team 2,1/4/2020 11:02,1/4/2020,NA,NA,8.8,0,84,0,0,100,30,69,Wellness
Athlete 27,Team 2,1/4/2020 11:15,1/4/2020,NA,NA,6,0,53,21,28,31,36,44,Wellness
Athlete 152,Team 1,1/4/2020 11:27,1/4/2020,NA,NA,7,0,72,26,18,75,97,53,Wellness
Athlete 239,Team 2,1/4/2020 11:27,1/4/2020,NA,NA,6.7,0,78,54,27,21,96,52,Wellness
Athlete 437,Team 1,1/4/2020 11:41,1/4/2020,NA,NA,6.7,0,49,76,28,32,84,43,Wellness
Athlete 43,Team 2,1/4/2020 13:08,1/4/2020,NA,NA,8.4,0,83,8,9,96,85,85,Wellness
Athlete 18,Team 1,1/4/2020 15:56,1/4/2020,NA,NA,6.9,0,67,0,32,100,91,79,Wellness
Athlete 465,Team 1,1/4/2020 16:39,1/4/2020,NA,NA,8.8,0,67,0,0,69,62,61,Wellness
Athlete 232,Team 2,1/4/2020 18:29,1/4/2020,NA,NA,8.5,0,88,7,13,93,93,94,Wellness
Athlete 358,Team 1,1/4/2020 18:34,1/4/2020,NA,NA,6.9,0,53,0,0,100,0,100,Wellness
Athlete 480,Team 2,1/4/2020 20:35,1/3/2020,NA,NA,8.2,0,42,24,12,72,51,51,Wellness
Athlete 480,Team 2,1/4/2020 20:39,1/4/2020,NA,NA,5.9,0,28,100,46,42,36,31,Wellness
Athlete 490,Team 2,1/4/2020 22:14,1/4/2020,NA,NA,5.5,0,68,55,47,70,53,53,Wellness
Athlete 197,Team 1,1/4/2020 23:29,1/5/2020,NA,NA,7.4,0,31,0,0,100,92,64,Wellness
Athlete 197,Team 1,1/4/2020 23:32,1/4/2020,NA,NA,7,0,31,0,0,98,78,65,Wellness
Athlete 1,Team 1,1/5/2020 5:38,1/4/2020,NA,NA,7,0,26,60,4,97,24,58,Wellness
Athlete 490,Team 2,1/5/2020 6:45,1/5/2020,NA,NA,5.5,0,17,61,50,46,53,21,Wellness
Athlete 239,Team 2,1/5/2020 7:01,1/5/2020,NA,NA,6.9,0,83,44,35,87,99,34,Wellness
Athlete 506,Team 2,1/5/2020 7:08,1/5/2020,NA,NA,10.1,0,77,0,0,100,69,74,Wellness
Athlete 393,Team 2,1/5/2020 7:09,1/5/2020,NA,NA,8.6,0,77,0,9,94,95,92,Wellness
Athlete 358,Team 1,1/5/2020 7:25,1/5/2020,NA,NA,6.1,0,62,31,0,100,47,100,Wellness
Athlete 323,Team 1,1/5/2020 7:31,1/5/2020,NA,NA,8,0,97,0,0,100,100,98,Wellness
Athlete 465,Team 1,1/5/2020 7:33,1/5/2020,NA,NA,7.3,0,53,0,0,72,53,50,Wellness
Athlete 18,Team 1,1/5/2020 7:34,1/5/2020,NA,NA,3.8,0,22,54,33,100,76,53,Wellness
Athlete 454,Team 1,1/5/2020 7:39,1/5/2020,NA,NA,7.9,0,60,52,22,65,49,72,Wellness
Athlete 270,Team 2,1/5/2020 7:44,1/5/2020,NA,NA,6.6,0,62,30,28,100,12,100,Wellness
Athlete 530,Team 2,1/5/2020 7:49,1/5/2020,NA,NA,8.1,0,100,0,0,100,100,100,Wellness
Athlete 20,Team 2,1/5/2020 7:51,1/5/2020,NA,NA,8.3,0.4,74,44,86,71,82,79,Wellness
Athlete 186,Team 2,1/5/2020 8:18,1/4/2020,NA,NA,8.9,0,62,9,6,57,49,53,Wellness
Athlete 186,Team 2,1/5/2020 8:20,1/5/2020,NA,NA,3.9,0,9,40,0,34,19,50,Wellness
Athlete 201,Team 2,1/5/2020 8:37,1/5/2020,NA,NA,9,0,74,77,82,91,21,76,Wellness
Athlete 11,Team 1,1/5/2020 9:56,1/5/2020,NA,NA,8.9,0,90,9,43,76,13,76,Wellness
Athlete 106,Team 1,1/5/2020 10:07,1/5/2020,NA,NA,6,0,20,51,38,88,53,70,Wellness
Athlete 83,Team 2,1/5/2020 10:11,1/5/2020,NA,NA,6.6,0,35,16,36,34,63,44,Wellness
Athlete 223,Team 2,1/5/2020 10:13,1/4/2020,NA,NA,8.1,0,0,0,0,100,0,0,Wellness
Athlete 366,Team 1,1/5/2020 10:19,1/5/2020,NA,NA,8,0,45,19,22,76,52,50,Wellness
Athlete 387,Team 2,1/5/2020 10:31,1/5/2020,NA,NA,6.4,0,37,0,0,100,100,100,Wellness
Athlete 437,Team 1,1/5/2020 10:41,1/5/2020,NA,NA,5.6,1.5,46,52,40,76,90,61,Wellness
Athlete 26,Team 1,1/5/2020 10:56,1/5/2020,NA,NA,9,0,69,19,0,98,40,66,Wellness
Athlete 403,Team 1,1/5/2020 10:56,1/5/2020,NA,NA,7.3,0,84,35,14,71,100,71,Wellness
Athlete 249,Team 2,1/5/2020 10:58,1/5/2020,NA,NA,8.3,0,71,33,27,80,50,77,Wellness
Athlete 27,Team 2,1/5/2020 11:36,1/5/2020,NA,NA,6.4,0,63,24,12,25,39,43,Wellness
Athlete 480,Team 2,1/5/2020 11:46,1/5/2020,NA,NA,7.1,0,30,89,75,40,37,39,Wellness
Athlete 240,Team 1,1/5/2020 12:08,1/5/2020,NA,NA,7.2,1,38,33,18,77,50,48,Wellness
Athlete 152,Team 1,1/5/2020 12:49,1/5/2020,NA,NA,7.5,0,58,21,24,90,89,50,Wellness
